category,model,metric,value
scenB_seed2,FE+AR,tau_mae_avg_over_cohorts,0.3042313591598756
scenB_seed2,GP-CP,tau_mae_avg_over_cohorts,0.16063963785214128
scenB_seed2,GP-CP-Extended,tau_mae_avg_over_cohorts,0.19855907043200957
scenB_seed2,FE+AR,tau_rmse_avg_over_cohorts,0.3214978247215704
scenB_seed2,GP-CP,tau_rmse_avg_over_cohorts,0.17394058051743153
scenB_seed2,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.2421563700038611
scenB_seed2,FE+AR,tau_coverage_avg_over_cohorts,0.9400000000000001
scenB_seed2,GP-CP,tau_coverage_avg_over_cohorts,1.0
scenB_seed2,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.9925000000000002
scenB_seed2,FE+AR,tau_ci_width_avg_over_cohorts,1.7093039667975518
scenB_seed2,GP-CP,tau_ci_width_avg_over_cohorts,1.2715440376607527
scenB_seed2,GP-CP-Extended,tau_ci_width_avg_over_cohorts,1.9097099893777416
scenB_seed2,FE+AR,tau_ci_width_std_over_cohorts,0.7268231549636297
scenB_seed2,GP-CP,tau_ci_width_std_over_cohorts,0.6713608588255414
scenB_seed2,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.2308127001106877
scenB_seed2,FE+AR,att_avg_over_t,0.8389352055913343
scenB_seed2,GP-CP,att_avg_over_t,0.04865554922309044
scenB_seed2,GP-CP-Extended,att_avg_over_t,0.029751381827812073
scenB_seed2,FE+AR,att_mae_vs_zero,0.8389352055913343
scenB_seed2,GP-CP,att_mae_vs_zero,0.04865554922309044
scenB_seed2,GP-CP-Extended,att_mae_vs_zero,0.029751381827812073
scenB_seed2,FE+AR,att_rmse_vs_zero,0.8389352055913343
scenB_seed2,GP-CP,att_rmse_vs_zero,0.04865554922309044
scenB_seed2,GP-CP-Extended,att_rmse_vs_zero,0.029751381827812073
scenB_seed2,FE+AR,att_coverage_vs_zero,0.0
scenB_seed2,GP-CP,att_coverage_vs_zero,1.0
scenB_seed2,GP-CP-Extended,att_coverage_vs_zero,1.0
scenB_seed2,FE+AR,att_ci_width_avg_over_t,0.6498619602712461
scenB_seed2,GP-CP,att_ci_width_avg_over_t,0.5358310851562351
scenB_seed2,GP-CP-Extended,att_ci_width_avg_over_t,0.8894817063147938
