category,model,metric,value
scenC_seed2,FE+AR,tau_mae_avg_over_cohorts,0.11141388341028052
scenC_seed2,GP-CP,tau_mae_avg_over_cohorts,0.06633198926454038
scenC_seed2,GP-CP-Extended,tau_mae_avg_over_cohorts,0.0903052394556559
scenC_seed2,FE+AR,tau_rmse_avg_over_cohorts,0.11614648615547327
scenC_seed2,GP-CP,tau_rmse_avg_over_cohorts,0.06926984795654466
scenC_seed2,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.09738457748338172
scenC_seed2,FE+AR,tau_coverage_avg_over_cohorts,1.0
scenC_seed2,GP-CP,tau_coverage_avg_over_cohorts,0.9991666666666668
scenC_seed2,GP-CP-Extended,tau_coverage_avg_over_cohorts,1.0
scenC_seed2,FE+AR,tau_ci_width_avg_over_cohorts,0.6484835401926237
scenC_seed2,GP-CP,tau_ci_width_avg_over_cohorts,0.4660584147417098
scenC_seed2,GP-CP-Extended,tau_ci_width_avg_over_cohorts,0.8512070202438619
scenC_seed2,FE+AR,tau_ci_width_std_over_cohorts,0.4095749762135397
scenC_seed2,GP-CP,tau_ci_width_std_over_cohorts,0.34773601079620375
scenC_seed2,GP-CP-Extended,tau_ci_width_std_over_cohorts,0.26236583022996957
scenC_seed2,FE+AR,att_avg_over_t,0.21585521659268872
scenC_seed2,GP-CP,att_avg_over_t,-0.00995564344262888
scenC_seed2,GP-CP-Extended,att_avg_over_t,-0.010397348976539817
scenC_seed2,FE+AR,att_mae_vs_zero,0.21585521659268872
scenC_seed2,GP-CP,att_mae_vs_zero,0.00995564344262888
scenC_seed2,GP-CP-Extended,att_mae_vs_zero,0.010397348976539817
scenC_seed2,FE+AR,att_rmse_vs_zero,0.21585521659268872
scenC_seed2,GP-CP,att_rmse_vs_zero,0.00995564344262888
scenC_seed2,GP-CP-Extended,att_rmse_vs_zero,0.010397348976539817
scenC_seed2,FE+AR,att_coverage_vs_zero,0.0
scenC_seed2,GP-CP,att_coverage_vs_zero,1.0
scenC_seed2,GP-CP-Extended,att_coverage_vs_zero,1.0
scenC_seed2,FE+AR,att_ci_width_avg_over_t,0.29622988077662565
scenC_seed2,GP-CP,att_ci_width_avg_over_t,0.23267406859262024
scenC_seed2,GP-CP-Extended,att_ci_width_avg_over_t,0.2881197168243399
