model,effect_type,metric,value,task
FE+AR,alpha,Bias,-1.1934897514720432e-16,fit
FE+AR,alpha,RMSE,0.0299460590395854,fit
FE+AR,alpha,Coverage,1.0,fit
FE+AR,alpha,CI_Width,0.4671615027118491,fit
FE+AR,beta,Bias,-1.3877787807814457e-17,fit
FE+AR,beta,RMSE,0.0629257897543354,fit
FE+AR,beta,Coverage,1.0,fit
FE+AR,beta,CI_Width,0.8232206427819306,fit
FE+AR,gamma,Bias,1.2582527612418439e-17,fit
FE+AR,gamma,RMSE,0.8738470558178706,fit
FE+AR,gamma,Coverage,0.0,fit
FE+AR,gamma,CI_Width,,fit
GP-CP,alpha,Bias,-2.6367796834847473e-16,fit
GP-CP,alpha,RMSE,0.0559290732586696,fit
GP-CP,alpha,Coverage,1.0,fit
GP-CP,alpha,CI_Width,0.3230216772979398,fit
GP-CP,beta,Bias,-1.1564823173178715e-16,fit
GP-CP,beta,RMSE,0.0865611619538162,fit
GP-CP,beta,Coverage,1.0,fit
GP-CP,beta,CI_Width,0.5304829739229255,fit
GP-CP,gamma,Bias,1.2582527612418439e-17,fit
GP-CP,gamma,RMSE,0.8738470558178706,fit
GP-CP,gamma,Coverage,0.0,fit
GP-CP,gamma,CI_Width,,fit
GP-CP-Extended,alpha,Bias,-2.525757381022231e-16,fit
GP-CP-Extended,alpha,RMSE,0.0273616173101273,fit
GP-CP-Extended,alpha,Coverage,0.95,fit
GP-CP-Extended,alpha,CI_Width,0.1241590599758607,fit
GP-CP-Extended,beta,Bias,-1.0269562977782697e-16,fit
GP-CP-Extended,beta,RMSE,0.0592670475721259,fit
GP-CP-Extended,beta,Coverage,0.8833333333333333,fit
GP-CP-Extended,beta,CI_Width,0.1971517726480998,fit
GP-CP-Extended,gamma,Bias,4.394632805807911e-18,fit
GP-CP-Extended,gamma,RMSE,0.1781812661405941,fit
GP-CP-Extended,gamma,Coverage,0.9408333333333332,fit
GP-CP-Extended,gamma,CI_Width,0.6879895649191858,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.8149950820128203,extrapolation
FE+AR,beta,MAPE,1791.418716970907,extrapolation
FE+AR,beta,RMSE,0.9494775820619784,extrapolation
FE+AR,beta,Coverage,1.0,extrapolation
FE+AR,beta,CI_Width,3.018670402575308,extrapolation
GP-CP,beta,MAE,0.3491071447383811,extrapolation
GP-CP,beta,MAPE,432.4426980624152,extrapolation
GP-CP,beta,RMSE,0.4127783223522109,extrapolation
GP-CP,beta,Coverage,1.0,extrapolation
GP-CP,beta,CI_Width,2.7737543610449182,extrapolation
GP-CP-Extended,beta,MAE,0.3579420937472658,extrapolation
GP-CP-Extended,beta,MAPE,227.84269742549097,extrapolation
GP-CP-Extended,beta,RMSE,0.4195836143358707,extrapolation
GP-CP-Extended,beta,Coverage,1.0,extrapolation
GP-CP-Extended,beta,CI_Width,2.7409197129301712,extrapolation
FE+AR,y,Bias,0.8234346778887071,extrapolation_y
FE+AR,y,MAE,1.1364013051458164,extrapolation_y
FE+AR,y,RMSE,1.3496704739436622,extrapolation_y
GP-CP,y,Bias,0.0127017835663271,extrapolation_y
GP-CP,y,MAE,0.8471048548114334,extrapolation_y
GP-CP,y,RMSE,1.037659228040891,extrapolation_y
GP-CP-Extended,y,Bias,0.0038858469846136,extrapolation_y
GP-CP-Extended,y,MAE,0.8053868190826711,extrapolation_y
GP-CP-Extended,y,RMSE,0.9938136259791828,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.2960682356233864,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.1708760056897427,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.1978055135361002,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.3161323141257187,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.187324620555262,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.236083605142019,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.9958333333333332,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,1.0,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.9991666666666668,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,1.8301455167462115,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.3947768379270875,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,1.9860929537108427,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.8346126748683413,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.8858007074499598,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,1.395743343288515,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.8226991959998127,placebo_te
GP-CP,tau_att,att_avg_over_t,-0.0136223805687416,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,-0.0047892309780044,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.8226991959998127,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.0136223805687416,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.0047892309780044,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.8226991959998127,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.0136223805687416,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.0047892309780044,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,0.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.7189060337094203,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.6416565285990852,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,0.965706185049946,placebo_te
