model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,-2.0208709600031654,-2.2544517113591365,-1.7872902086471942,-2.0195680486561467
FE+AR,alpha,1,-1.907409708321258,-2.1409904596771825,-1.6738289569653335,-1.9236327132530777
FE+AR,alpha,2,-1.6713877832704471,-1.9049685346263714,-1.4378070319145229,-1.6990264652506524
FE+AR,alpha,3,-1.141710333446211,-1.3752910848021351,-0.908129582090287,-1.1577885324758046
FE+AR,alpha,4,-0.34555090346684425,-0.5791316548227678,-0.1119701521109206,-0.3753363408578673
FE+AR,alpha,5,0.2984894505748463,0.06490869921892292,0.5320702019307697,0.2799961534032595
FE+AR,alpha,6,0.5490926084229374,0.31551185706701423,0.7826733597788605,0.6020925178827432
FE+AR,alpha,7,0.6026174738911543,0.3690367225352314,0.8361982252470772,0.5683420183474751
FE+AR,alpha,8,0.3228248809947948,0.08924412963887215,0.5564056323507174,0.29306945633694637
FE+AR,alpha,9,0.13166941399382082,-0.1019113373621015,0.36525016534974314,0.13804119525385405
FE+AR,alpha,10,0.17296630956706294,-0.06061444178885911,0.406547060922985,0.19543076921852426
FE+AR,alpha,11,0.18262005406668602,-0.05096069728923569,0.41620080542260773,0.25865321634085603
FE+AR,alpha,12,0.2694005478143594,0.035819796458437914,0.5029812991702809,0.3010586075508868
FE+AR,alpha,13,0.44876177049721,0.21518101914128876,0.6823425218531313,0.4744701783067515
FE+AR,alpha,14,0.7814797308233153,0.5478989794673944,1.0150604821792362,0.7697687855195101
FE+AR,alpha,15,0.8607002656296705,0.6271195142737498,1.0942810169855912,0.8418966221916238
FE+AR,alpha,16,0.538327300632582,0.30474654927666167,0.7719080519885024,0.536428866199437
FE+AR,alpha,17,0.31175929887382536,0.07817854751790523,0.5453400502297455,0.33846170456318025
FE+AR,alpha,18,0.6236967876873253,0.39011603633140546,0.8572775390432451,0.6218536503992999
FE+AR,alpha,19,0.9925237950383333,0.7589430436824137,1.2261045463942528,0.9557883589792013
FE+AR,beta,0,-1.5031942246981447,-1.9148045460895213,-1.091583903306768,-1.539931398342287
FE+AR,beta,1,-1.9200880585646376,-2.3316983799555957,-1.5084777371736795,-1.9177740122200777
FE+AR,beta,2,-1.5774503366891852,-1.9890606580801444,-1.165840015298226,-1.5244169426680905
FE+AR,beta,3,-0.6008947867433485,-1.0125051081343077,-0.18928446535238935,-0.524162153585851
FE+AR,beta,4,0.47260268158149654,0.060992360190538275,0.8842130029724549,0.5020332461435977
FE+AR,beta,5,1.0759950589023493,0.6643847375113907,1.4876053802933078,1.0598921908222623
FE+AR,beta,6,0.9946311480969292,0.5830208267059706,1.4062414694878878,1.0545997321714968
FE+AR,beta,7,0.7147490120610691,0.3031386906701114,1.1263593334520268,0.7088727894875662
FE+AR,beta,8,0.22309100274234428,-0.18851931864861393,0.6347013241333025,0.26597066462989377
FE+AR,beta,9,-0.01410878523922926,-0.4257191066301879,0.3975015361517294,-0.1029721098601572
FE+AR,beta,10,-0.26677388048000666,-0.6783842018709643,0.144836440910951,-0.4146737807170412
FE+AR,beta,11,-0.7696252524095886,-1.1812355738005471,-0.3580149310186301,-0.7546462895283551
FE+AR,beta,12,-0.9737261159720962,-1.385336437363055,-0.5621157945811375,-0.9676654690396811
FE+AR,beta,13,-0.9020743749708311,-1.3136846963617885,-0.49046405357987355,-0.8986351253626674
FE+AR,beta,14,-0.8549359734763504,-1.2665462948673094,-0.4433256520853915,-0.8484989721685066
FE+AR,beta,15,-1.0335802730319,-1.4451905944228574,-0.6219699516409425,-1.0289401604330561
FE+AR,beta,16,-1.0712977630385094,-1.482908084429468,-0.6596874416475509,-1.138718632160055
FE+AR,beta,17,-0.710071350936939,-1.121681672327897,-0.2984610295459809,-0.7107941432573885
FE+AR,beta,18,0.3742075217769892,-0.03740279961396831,0.7858178431679467,0.3593305752482711
FE+AR,beta,19,1.4616198067936454,1.0500094854026878,1.873230128184603,1.5407839376516186
FE+AR,beta,20,1.8497268470814083,1.4381165256904502,2.2613371684723664,1.9922585197757712
FE+AR,beta,21,1.5458400207476466,1.1342296993566883,1.957450342138605,1.5215853828650678
FE+AR,beta,22,0.9534687161544808,0.5418583947635229,1.3650790375454387,0.7822649220608406
FE+AR,beta,23,0.45909495400198447,0.04748463261102637,0.8707052753929425,0.40420452335690943
FE+AR,beta,24,0.45703774120399054,0.04542741981303178,0.8686480625949493,0.3825544683694883
FE+AR,beta,25,0.45786050042080256,0.04625017902984463,0.8694708218117605,0.4421126689969735
