category,model,metric,value
scenB_seed0,FE+AR,tau_mae_avg_over_cohorts,0.29606823562338647
scenB_seed0,GP-CP,tau_mae_avg_over_cohorts,0.17087600568974276
scenB_seed0,GP-CP-Extended,tau_mae_avg_over_cohorts,0.19780551353610024
scenB_seed0,FE+AR,tau_rmse_avg_over_cohorts,0.31613231412571874
scenB_seed0,GP-CP,tau_rmse_avg_over_cohorts,0.18732462055526206
scenB_seed0,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.23608360514201904
scenB_seed0,FE+AR,tau_coverage_avg_over_cohorts,0.9958333333333333
scenB_seed0,GP-CP,tau_coverage_avg_over_cohorts,1.0
scenB_seed0,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.9991666666666668
scenB_seed0,FE+AR,tau_ci_width_avg_over_cohorts,1.8301455167462117
scenB_seed0,GP-CP,tau_ci_width_avg_over_cohorts,1.3947768379270877
scenB_seed0,GP-CP-Extended,tau_ci_width_avg_over_cohorts,1.9860929537108427
scenB_seed0,FE+AR,tau_ci_width_std_over_cohorts,0.8346126748683413
scenB_seed0,GP-CP,tau_ci_width_std_over_cohorts,0.8858007074499598
scenB_seed0,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.3957433432885147
scenB_seed0,FE+AR,att_avg_over_t,-0.8226991959998127
scenB_seed0,GP-CP,att_avg_over_t,-0.013622380568741632
scenB_seed0,GP-CP-Extended,att_avg_over_t,-0.004789230978004492
scenB_seed0,FE+AR,att_mae_vs_zero,0.8226991959998127
scenB_seed0,GP-CP,att_mae_vs_zero,0.013622380568741632
scenB_seed0,GP-CP-Extended,att_mae_vs_zero,0.004789230978004492
scenB_seed0,FE+AR,att_rmse_vs_zero,0.8226991959998127
scenB_seed0,GP-CP,att_rmse_vs_zero,0.013622380568741632
scenB_seed0,GP-CP-Extended,att_rmse_vs_zero,0.004789230978004492
scenB_seed0,FE+AR,att_coverage_vs_zero,0.0
scenB_seed0,GP-CP,att_coverage_vs_zero,1.0
scenB_seed0,GP-CP-Extended,att_coverage_vs_zero,1.0
scenB_seed0,FE+AR,att_ci_width_avg_over_t,0.7189060337094203
scenB_seed0,GP-CP,att_ci_width_avg_over_t,0.6416565285990852
scenB_seed0,GP-CP-Extended,att_ci_width_avg_over_t,0.965706185049946
