category,model,metric,value
scenD_seed2,FE+AR,tau_mae_avg_over_cohorts,0.7685799539216834
scenD_seed2,GP-CP,tau_mae_avg_over_cohorts,0.7404513047991951
scenD_seed2,GP-CP-Extended,tau_mae_avg_over_cohorts,0.06838310687091434
scenD_seed2,FE+AR,tau_rmse_avg_over_cohorts,0.8932220971294389
scenD_seed2,GP-CP,tau_rmse_avg_over_cohorts,0.8594889900094803
scenD_seed2,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.07368839859247335
scenD_seed2,FE+AR,tau_coverage_avg_over_cohorts,0.8749999999999999
scenD_seed2,GP-CP,tau_coverage_avg_over_cohorts,0.42916666666666675
scenD_seed2,GP-CP-Extended,tau_coverage_avg_over_cohorts,1.0
scenD_seed2,FE+AR,tau_ci_width_avg_over_cohorts,2.6730699819527337
scenD_seed2,GP-CP,tau_ci_width_avg_over_cohorts,1.249122948329408
scenD_seed2,GP-CP-Extended,tau_ci_width_avg_over_cohorts,1.8866458921801954
scenD_seed2,FE+AR,tau_ci_width_std_over_cohorts,0.05586827725005137
scenD_seed2,GP-CP,tau_ci_width_std_over_cohorts,0.147315893407112
scenD_seed2,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.6575075132066002
scenD_seed2,FE+AR,att_avg_over_t,0.21585521659268983
scenD_seed2,GP-CP,att_avg_over_t,0.023492884127212222
scenD_seed2,GP-CP-Extended,att_avg_over_t,-0.009837112424751838
scenD_seed2,FE+AR,att_mae_vs_zero,0.21585521659268983
scenD_seed2,GP-CP,att_mae_vs_zero,0.023492884127212222
scenD_seed2,GP-CP-Extended,att_mae_vs_zero,0.009837112424751838
scenD_seed2,FE+AR,att_rmse_vs_zero,0.21585521659268983
scenD_seed2,GP-CP,att_rmse_vs_zero,0.023492884127212222
scenD_seed2,GP-CP-Extended,att_rmse_vs_zero,0.009837112424751838
scenD_seed2,FE+AR,att_coverage_vs_zero,1.0
scenD_seed2,GP-CP,att_coverage_vs_zero,1.0
scenD_seed2,GP-CP-Extended,att_coverage_vs_zero,1.0
scenD_seed2,FE+AR,att_ci_width_avg_over_t,0.5896232912992271
scenD_seed2,GP-CP,att_ci_width_avg_over_t,0.3307690216342545
scenD_seed2,GP-CP-Extended,att_ci_width_avg_over_t,1.1158418948676925
