model,effect_type,metric,value,task
FE+AR,alpha,Bias,3.5388358909926856e-17,fit
FE+AR,alpha,RMSE,0.0427093245137948,fit
FE+AR,alpha,Coverage,1.0,fit
FE+AR,alpha,CI_Width,1.039474565774749,fit
FE+AR,beta,Bias,0.0,fit
FE+AR,beta,RMSE,0.0697313759769575,fit
FE+AR,beta,Coverage,1.0,fit
FE+AR,beta,CI_Width,1.831736808844828,fit
FE+AR,gamma,Bias,1.7763568394002505e-17,fit
FE+AR,gamma,RMSE,2.029148969614347,fit
FE+AR,gamma,Coverage,0.0,fit
FE+AR,gamma,CI_Width,,fit
GP-CP,alpha,Bias,-6.93889390390723e-19,fit
GP-CP,alpha,RMSE,0.0685556644517467,fit
GP-CP,alpha,Coverage,1.0,fit
GP-CP,alpha,CI_Width,0.5382359004240636,fit
GP-CP,beta,Bias,2.4517425127138873e-17,fit
GP-CP,beta,RMSE,0.1462881330481429,fit
GP-CP,beta,Coverage,1.0,fit
GP-CP,beta,CI_Width,0.6949254081255977,fit
GP-CP,gamma,Bias,1.7763568394002505e-17,fit
GP-CP,gamma,RMSE,2.029148969614347,fit
GP-CP,gamma,Coverage,0.0,fit
GP-CP,gamma,CI_Width,,fit
GP-CP-Extended,alpha,Bias,-2.0816681711721684e-18,fit
GP-CP-Extended,alpha,RMSE,0.029229838274704,fit
GP-CP-Extended,alpha,Coverage,0.9,fit
GP-CP-Extended,alpha,CI_Width,0.0929085924132785,fit
GP-CP-Extended,beta,Bias,-9.71445146547012e-18,fit
GP-CP-Extended,beta,RMSE,0.0375986597889472,fit
GP-CP-Extended,beta,Coverage,0.9833333333333332,fit
GP-CP-Extended,beta,CI_Width,0.1533553890957725,fit
GP-CP-Extended,gamma,Bias,-2.473715676742927e-17,fit
GP-CP-Extended,gamma,RMSE,0.025478705814154,fit
GP-CP-Extended,gamma,Coverage,1.0,fit
GP-CP-Extended,gamma,CI_Width,0.1673267948909208,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.3665951297265066,extrapolation
FE+AR,beta,MAPE,186.2420548767479,extrapolation
FE+AR,beta,RMSE,0.39323901571976005,extrapolation
FE+AR,beta,Coverage,1.0,extrapolation
FE+AR,beta,CI_Width,1.2791365898440048,extrapolation
GP-CP,beta,MAE,0.27034259893252155,extrapolation
GP-CP,beta,MAPE,84.08315638444803,extrapolation
GP-CP,beta,RMSE,0.3062852620794773,extrapolation
GP-CP,beta,Coverage,0.8666666666666667,extrapolation
GP-CP,beta,CI_Width,1.068841600289116,extrapolation
GP-CP-Extended,beta,MAE,0.19999025936320472,extrapolation
GP-CP-Extended,beta,MAPE,61.42009707427359,extrapolation
GP-CP-Extended,beta,RMSE,0.22941420924156328,extrapolation
GP-CP-Extended,beta,Coverage,1.0,extrapolation
GP-CP-Extended,beta,CI_Width,1.0056675611940633,extrapolation
FE+AR,y,Bias,-0.2110998648716702,extrapolation_y
FE+AR,y,MAE,3.033150994346003,extrapolation_y
FE+AR,y,RMSE,3.5514474316225804,extrapolation_y
GP-CP,y,Bias,0.00026392183188515145,extrapolation_y
GP-CP,y,MAE,3.0286316592463725,extrapolation_y
GP-CP,y,RMSE,3.532682831261387,extrapolation_y
GP-CP-Extended,y,Bias,0.01643363236612365,extrapolation_y
GP-CP-Extended,y,MAE,0.32208482446055514,extrapolation_y
GP-CP-Extended,y,RMSE,0.3948549274326672,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.7685799539216834,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.7404513047991951,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.06838310687091434,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.8932220971294389,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.8594889900094803,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.07368839859247335,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.8749999999999999,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.42916666666666675,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,1.0,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,2.6730699819527337,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.249122948329408,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,1.8866458921801954,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.05586827725005137,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.147315893407112,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,1.6575075132066002,placebo_te
FE+AR,tau_att,att_avg_over_t,0.21585521659268983,placebo_te
GP-CP,tau_att,att_avg_over_t,0.023492884127212222,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,-0.009837112424751838,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.21585521659268983,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.023492884127212222,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.009837112424751838,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.21585521659268983,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.023492884127212222,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.009837112424751838,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.5896232912992271,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.3307690216342545,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,1.1158418948676925,placebo_te
