model,effect_type,metric,value,task
FE+AR,alpha,Bias,7.979727989493313e-17,fit
FE+AR,alpha,RMSE,0.0391158235546358,fit
FE+AR,alpha,Coverage,0.95,fit
FE+AR,alpha,CI_Width,0.1514452776138898,fit
FE+AR,beta,Bias,-2.0122792321330962e-17,fit
FE+AR,beta,RMSE,0.0574507800820953,fit
FE+AR,beta,Coverage,0.9833333333333332,fit
FE+AR,beta,CI_Width,0.2668731863817429,fit
GP-CP,alpha,Bias,8.673617379884034e-17,fit
GP-CP,alpha,RMSE,0.0227904542615037,fit
GP-CP,alpha,Coverage,0.95,fit
GP-CP,alpha,CI_Width,0.089759893418744,fit
GP-CP,beta,Bias,1.1102230246251566e-17,fit
GP-CP,beta,RMSE,0.035648935640833,fit
GP-CP,beta,Coverage,0.9666666666666668,fit
GP-CP,beta,CI_Width,0.142568331996025,fit
GP-CP-Extended,alpha,Bias,2.2898349882893852e-17,fit
GP-CP-Extended,alpha,RMSE,0.0233121482442435,fit
GP-CP-Extended,alpha,Coverage,0.85,fit
GP-CP-Extended,alpha,CI_Width,0.0736764439315995,fit
GP-CP-Extended,beta,Bias,-3.284409781182755e-17,fit
GP-CP-Extended,beta,RMSE,0.0360594732071893,fit
GP-CP-Extended,beta,Coverage,0.9166666666666666,fit
GP-CP-Extended,beta,CI_Width,0.1182548993998297,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.39214732631435434,extrapolation
FE+AR,beta,MAPE,319.0429678036344,extrapolation
FE+AR,beta,RMSE,0.42252752066010574,extrapolation
FE+AR,beta,Coverage,0.8,extrapolation
FE+AR,beta,CI_Width,1.064922673609686,extrapolation
GP-CP,beta,MAE,0.3747307260977712,extrapolation
GP-CP,beta,MAPE,158.6883317260857,extrapolation
GP-CP,beta,RMSE,0.4057092464312149,extrapolation
GP-CP,beta,Coverage,0.4666666666666667,extrapolation
GP-CP,beta,CI_Width,0.9204376353457744,extrapolation
GP-CP-Extended,beta,MAE,0.37261916213419444,extrapolation
GP-CP-Extended,beta,MAPE,161.7524804510604,extrapolation
GP-CP-Extended,beta,RMSE,0.40329380512173213,extrapolation
GP-CP-Extended,beta,Coverage,0.4666666666666667,extrapolation
GP-CP-Extended,beta,CI_Width,0.8855324332459793,extrapolation
FE+AR,y,Bias,0.06744342501197972,extrapolation_y
FE+AR,y,MAE,0.43146654419798564,extrapolation_y
FE+AR,y,RMSE,0.5116083490223793,extrapolation_y
GP-CP,y,Bias,-0.01414414200111545,extrapolation_y
GP-CP,y,MAE,0.41886150321389987,extrapolation_y
GP-CP,y,RMSE,0.5010516070146099,extrapolation_y
GP-CP-Extended,y,Bias,-0.013605554405095059,extrapolation_y
GP-CP-Extended,y,MAE,0.41824057261054653,extrapolation_y
GP-CP-Extended,y,RMSE,0.5007498863759231,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.1100727565491973,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.10022805336178253,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.12767006725137972,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,0.11337748870256985,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.10274147806534382,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.1403589813421462,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.9966666666666667,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.89,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.9966666666666666,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,0.6133482403390905,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,0.42180399626024007,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,0.974137341402681,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.3096847948288115,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.33350397255065856,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,0.2596048562290663,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.07071095651188108,placebo_te
GP-CP,tau_att,att_avg_over_t,0.008673374737451053,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,0.008276281261023154,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.07071095651188108,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.008673374737451053,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.008276281261023154,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.07071095651188108,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.008673374737451053,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.008276281261023154,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.25136240073564753,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.21115845600222594,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,0.31081285770857303,placebo_te
