category,model,metric,value
scenB_seed3,FE+AR,tau_mae_avg_over_cohorts,0.32526919718627245
scenB_seed3,GP-CP,tau_mae_avg_over_cohorts,0.25216837259043445
scenB_seed3,GP-CP-Extended,tau_mae_avg_over_cohorts,0.2540159023337276
scenB_seed3,FE+AR,tau_rmse_avg_over_cohorts,0.3462084633457369
scenB_seed3,GP-CP,tau_rmse_avg_over_cohorts,0.28293678937567784
scenB_seed3,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.2976365123871645
scenB_seed3,FE+AR,tau_coverage_avg_over_cohorts,0.9933333333333334
scenB_seed3,GP-CP,tau_coverage_avg_over_cohorts,0.9783333333333334
scenB_seed3,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.9875
scenB_seed3,FE+AR,tau_ci_width_avg_over_cohorts,1.991948865204947
scenB_seed3,GP-CP,tau_ci_width_avg_over_cohorts,1.4410907099051762
scenB_seed3,GP-CP-Extended,tau_ci_width_avg_over_cohorts,2.089580419979905
scenB_seed3,FE+AR,tau_ci_width_std_over_cohorts,0.9648552516570529
scenB_seed3,GP-CP,tau_ci_width_std_over_cohorts,0.8976595786825147
scenB_seed3,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.4894987870932317
scenB_seed3,FE+AR,att_avg_over_t,-0.01154959149524973
scenB_seed3,GP-CP,att_avg_over_t,0.021811855507788903
scenB_seed3,GP-CP-Extended,att_avg_over_t,0.03451723284939783
scenB_seed3,FE+AR,att_mae_vs_zero,0.01154959149524973
scenB_seed3,GP-CP,att_mae_vs_zero,0.021811855507788903
scenB_seed3,GP-CP-Extended,att_mae_vs_zero,0.03451723284939783
scenB_seed3,FE+AR,att_rmse_vs_zero,0.01154959149524973
scenB_seed3,GP-CP,att_rmse_vs_zero,0.021811855507788903
scenB_seed3,GP-CP-Extended,att_rmse_vs_zero,0.03451723284939783
scenB_seed3,FE+AR,att_coverage_vs_zero,1.0
scenB_seed3,GP-CP,att_coverage_vs_zero,1.0
scenB_seed3,GP-CP-Extended,att_coverage_vs_zero,1.0
scenB_seed3,FE+AR,att_ci_width_avg_over_t,0.7952945745958627
scenB_seed3,GP-CP,att_ci_width_avg_over_t,0.6534494741576351
scenB_seed3,GP-CP-Extended,att_ci_width_avg_over_t,1.0232251816505855
