category,model,metric,value
scenC_seed3,FE+AR,tau_mae_avg_over_cohorts,0.10031891387811674
scenC_seed3,GP-CP,tau_mae_avg_over_cohorts,0.08604784506012814
scenC_seed3,GP-CP-Extended,tau_mae_avg_over_cohorts,0.08440312153662528
scenC_seed3,FE+AR,tau_rmse_avg_over_cohorts,0.10281853787676135
scenC_seed3,GP-CP,tau_rmse_avg_over_cohorts,0.08822740263193199
scenC_seed3,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.08766635283706617
scenC_seed3,FE+AR,tau_coverage_avg_over_cohorts,1.0
scenC_seed3,GP-CP,tau_coverage_avg_over_cohorts,0.9875
scenC_seed3,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.995
scenC_seed3,FE+AR,tau_ci_width_avg_over_cohorts,0.6437644061812604
scenC_seed3,GP-CP,tau_ci_width_avg_over_cohorts,0.48564518202748924
scenC_seed3,GP-CP-Extended,tau_ci_width_avg_over_cohorts,0.7108133722365881
scenC_seed3,FE+AR,tau_ci_width_std_over_cohorts,0.3968867562667009
scenC_seed3,GP-CP,tau_ci_width_std_over_cohorts,0.40210241833334903
scenC_seed3,GP-CP-Extended,tau_ci_width_std_over_cohorts,0.31521181877010856
scenC_seed3,FE+AR,att_avg_over_t,0.0804901714647112
scenC_seed3,GP-CP,att_avg_over_t,-0.00806678432014046
scenC_seed3,GP-CP-Extended,att_avg_over_t,-0.008014230786913911
scenC_seed3,FE+AR,att_mae_vs_zero,0.0804901714647112
scenC_seed3,GP-CP,att_mae_vs_zero,0.00806678432014046
scenC_seed3,GP-CP-Extended,att_mae_vs_zero,0.008014230786913911
scenC_seed3,FE+AR,att_rmse_vs_zero,0.0804901714647112
scenC_seed3,GP-CP,att_rmse_vs_zero,0.00806678432014046
scenC_seed3,GP-CP-Extended,att_rmse_vs_zero,0.008014230786913911
scenC_seed3,FE+AR,att_coverage_vs_zero,1.0
scenC_seed3,GP-CP,att_coverage_vs_zero,1.0
scenC_seed3,GP-CP-Extended,att_coverage_vs_zero,1.0
scenC_seed3,FE+AR,att_ci_width_avg_over_t,0.2928691404892584
scenC_seed3,GP-CP,att_ci_width_avg_over_t,0.25561422734894246
scenC_seed3,GP-CP-Extended,att_ci_width_avg_over_t,0.27316422032373844
