model,effect_type,metric,value,task
FE+AR,alpha,Bias,7.216449660063518e-17,fit
FE+AR,alpha,RMSE,0.0310364364711804,fit
FE+AR,alpha,Coverage,1.0,fit
FE+AR,alpha,CI_Width,0.4550367252826045,fit
FE+AR,beta,Bias,8.789265611615822e-18,fit
FE+AR,beta,RMSE,0.060099208858228,fit
FE+AR,beta,Coverage,1.0,fit
FE+AR,beta,CI_Width,0.801854654765047,fit
FE+AR,gamma,Bias,4.440892098500626e-18,fit
FE+AR,gamma,RMSE,0.8511646877589863,fit
FE+AR,gamma,Coverage,0.0,fit
FE+AR,gamma,CI_Width,,fit
GP-CP,alpha,Bias,2.012279232133096e-16,fit
GP-CP,alpha,RMSE,0.0443001260220061,fit
GP-CP,alpha,Coverage,1.0,fit
GP-CP,alpha,CI_Width,0.3498154615582097,fit
GP-CP,beta,Bias,-7.63278329429795e-17,fit
GP-CP,beta,RMSE,0.0647165643792913,fit
GP-CP,beta,Coverage,1.0,fit
GP-CP,beta,CI_Width,0.5171742283970633,fit
GP-CP,gamma,Bias,4.440892098500626e-18,fit
GP-CP,gamma,RMSE,0.8511646877589863,fit
GP-CP,gamma,Coverage,0.0,fit
GP-CP,gamma,CI_Width,,fit
GP-CP-Extended,alpha,Bias,1.0130785099704552e-16,fit
GP-CP-Extended,alpha,RMSE,0.0294841312532053,fit
GP-CP-Extended,alpha,Coverage,0.95,fit
GP-CP-Extended,alpha,CI_Width,0.120782677983553,fit
GP-CP-Extended,beta,Bias,-5.0422629035059186e-17,fit
GP-CP-Extended,beta,RMSE,0.0377695075165725,fit
GP-CP-Extended,beta,Coverage,1.0,fit
GP-CP-Extended,beta,CI_Width,0.2011071025800923,fit
GP-CP-Extended,gamma,Bias,-3.173387478720239e-17,fit
GP-CP-Extended,gamma,RMSE,0.1754207484521927,fit
GP-CP-Extended,gamma,Coverage,0.9466666666666668,fit
GP-CP-Extended,gamma,CI_Width,0.6742419675540134,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.7689684366247472,extrapolation
FE+AR,beta,MAPE,132.42228760925815,extrapolation
FE+AR,beta,RMSE,1.0235508351146267,extrapolation
FE+AR,beta,Coverage,0.8,extrapolation
FE+AR,beta,CI_Width,3.2821945721522163,extrapolation
GP-CP,beta,MAE,0.8229207886334761,extrapolation
GP-CP,beta,MAPE,240.7287406405323,extrapolation
