category,model,metric,value
scenD_seed4,FE+AR,tau_mae_avg_over_cohorts,0.7533803880301815
scenD_seed4,GP-CP,tau_mae_avg_over_cohorts,0.744260592245471
scenD_seed4,GP-CP-Extended,tau_mae_avg_over_cohorts,0.0886572144521249
scenD_seed4,FE+AR,tau_rmse_avg_over_cohorts,0.8756550600110982
scenD_seed4,GP-CP,tau_rmse_avg_over_cohorts,0.8575698929981271
scenD_seed4,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.09592795226125324
scenD_seed4,FE+AR,tau_coverage_avg_over_cohorts,0.8758333333333334
scenD_seed4,GP-CP,tau_coverage_avg_over_cohorts,0.4125
scenD_seed4,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.9883333333333333
scenD_seed4,FE+AR,tau_ci_width_avg_over_cohorts,2.6095463275681667
scenD_seed4,GP-CP,tau_ci_width_avg_over_cohorts,1.2651332482068858
scenD_seed4,GP-CP-Extended,tau_ci_width_avg_over_cohorts,0.5621797774411644
scenD_seed4,FE+AR,tau_ci_width_std_over_cohorts,0.057799610698827955
scenD_seed4,GP-CP,tau_ci_width_std_over_cohorts,0.1740156086894732
scenD_seed4,GP-CP-Extended,tau_ci_width_std_over_cohorts,0.3859070395386719
scenD_seed4,FE+AR,att_avg_over_t,-0.22014122221204888
scenD_seed4,GP-CP,att_avg_over_t,-0.0019190611108044135
scenD_seed4,GP-CP-Extended,att_avg_over_t,-0.00046642016423480793
scenD_seed4,FE+AR,att_mae_vs_zero,0.22014122221204888
scenD_seed4,GP-CP,att_mae_vs_zero,0.0019190611108044135
scenD_seed4,GP-CP-Extended,att_mae_vs_zero,0.00046642016423480793
scenD_seed4,FE+AR,att_rmse_vs_zero,0.22014122221204888
scenD_seed4,GP-CP,att_rmse_vs_zero,0.0019190611108044135
scenD_seed4,GP-CP-Extended,att_rmse_vs_zero,0.00046642016423480793
scenD_seed4,FE+AR,att_coverage_vs_zero,1.0
scenD_seed4,GP-CP,att_coverage_vs_zero,1.0
scenD_seed4,GP-CP-Extended,att_coverage_vs_zero,1.0
scenD_seed4,FE+AR,att_ci_width_avg_over_t,0.5851344217839936
scenD_seed4,GP-CP,att_ci_width_avg_over_t,0.34365116520055683
scenD_seed4,GP-CP-Extended,att_ci_width_avg_over_t,0.26447680747486824
