category,model,metric,value
scenD_seed3,FE+AR,tau_mae_avg_over_cohorts,0.8985623141398587
scenD_seed3,GP-CP,tau_mae_avg_over_cohorts,0.871352762014207
scenD_seed3,GP-CP-Extended,tau_mae_avg_over_cohorts,0.09224841207770147
scenD_seed3,FE+AR,tau_rmse_avg_over_cohorts,1.041943709882315
scenD_seed3,GP-CP,tau_rmse_avg_over_cohorts,1.0095222425210046
scenD_seed3,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.10620895945266468
scenD_seed3,FE+AR,tau_coverage_avg_over_cohorts,0.8749999999999999
scenD_seed3,GP-CP,tau_coverage_avg_over_cohorts,0.39166666666666666
scenD_seed3,GP-CP-Extended,tau_coverage_avg_over_cohorts,1.0
scenD_seed3,FE+AR,tau_ci_width_avg_over_cohorts,3.115135402706709
scenD_seed3,GP-CP,tau_ci_width_avg_over_cohorts,1.380585731087953
scenD_seed3,GP-CP-Extended,tau_ci_width_avg_over_cohorts,4.934963898646789
scenD_seed3,FE+AR,tau_ci_width_std_over_cohorts,0.0825790707550425
scenD_seed3,GP-CP,tau_ci_width_std_over_cohorts,0.1261897651277155
scenD_seed3,GP-CP-Extended,tau_ci_width_std_over_cohorts,6.26789091148548
scenD_seed3,FE+AR,att_avg_over_t,0.08049017146471214
scenD_seed3,GP-CP,att_avg_over_t,0.021084143858528536
scenD_seed3,GP-CP-Extended,att_avg_over_t,-0.007962496755038772
scenD_seed3,FE+AR,att_mae_vs_zero,0.08049017146471214
scenD_seed3,GP-CP,att_mae_vs_zero,0.021084143858528536
scenD_seed3,GP-CP-Extended,att_mae_vs_zero,0.007962496755038772
scenD_seed3,FE+AR,att_rmse_vs_zero,0.08049017146471214
scenD_seed3,GP-CP,att_rmse_vs_zero,0.021084143858528536
scenD_seed3,GP-CP-Extended,att_rmse_vs_zero,0.007962496755038772
scenD_seed3,FE+AR,att_coverage_vs_zero,1.0
scenD_seed3,GP-CP,att_coverage_vs_zero,1.0
scenD_seed3,GP-CP-Extended,att_coverage_vs_zero,1.0
scenD_seed3,FE+AR,att_ci_width_avg_over_t,0.6676040598929804
scenD_seed3,GP-CP,att_ci_width_avg_over_t,0.35306054754901817
scenD_seed3,GP-CP-Extended,att_ci_width_avg_over_t,3.5260458121415246
