model,effect_type,metric,value,task
FE+AR,alpha,Bias,-4.7184478546569146e-17,fit
FE+AR,alpha,RMSE,0.0423734766260713,fit
FE+AR,alpha,Coverage,1.0,fit
FE+AR,alpha,CI_Width,1.2220106287873684,fit
FE+AR,beta,Bias,-3.23815048849004e-17,fit
FE+AR,beta,RMSE,0.070563987436936,fit
FE+AR,beta,Coverage,1.0,fit
FE+AR,beta,CI_Width,2.15339742139924,fit
FE+AR,gamma,Bias,-2.9605947323337513e-18,fit
FE+AR,gamma,RMSE,2.3921496321963525,fit
FE+AR,gamma,Coverage,0.0,fit
FE+AR,gamma,CI_Width,,fit
GP-CP,alpha,Bias,-5.412337245047638e-17,fit
GP-CP,alpha,RMSE,0.0796346441238968,fit
GP-CP,alpha,Coverage,1.0,fit
GP-CP,alpha,CI_Width,0.6075425620907622,fit
GP-CP,beta,Bias,-9.71445146547012e-18,fit
GP-CP,beta,RMSE,0.2400840579450395,fit
GP-CP,beta,Coverage,0.9166666666666666,fit
GP-CP,beta,CI_Width,0.7434671648760955,fit
GP-CP,gamma,Bias,-2.9605947323337513e-18,fit
GP-CP,gamma,RMSE,2.3921496321963525,fit
GP-CP,gamma,Coverage,0.0,fit
GP-CP,gamma,CI_Width,,fit
GP-CP-Extended,alpha,Bias,-4.8572257327350605e-17,fit
GP-CP-Extended,alpha,RMSE,0.0294276838163358,fit
GP-CP-Extended,alpha,Coverage,0.8,fit
GP-CP-Extended,alpha,CI_Width,0.0898791831738514,fit
GP-CP-Extended,beta,Bias,-2.775557561562892e-18,fit
GP-CP-Extended,beta,RMSE,0.0395602546832107,fit
GP-CP-Extended,beta,Coverage,0.9666666666666668,fit
GP-CP-Extended,beta,CI_Width,0.1608278620023851,fit
GP-CP-Extended,gamma,Bias,7.790064889453182e-17,fit
GP-CP-Extended,gamma,RMSE,0.0316826985631361,fit
GP-CP-Extended,gamma,Coverage,0.97,fit
GP-CP-Extended,gamma,CI_Width,0.114824724965988,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.3319816800354015,extrapolation
FE+AR,beta,MAPE,854.1034376290219,extrapolation
FE+AR,beta,RMSE,0.39428655870464663,extrapolation
FE+AR,beta,Coverage,0.9333333333333333,extrapolation
FE+AR,beta,CI_Width,1.2639023001990288,extrapolation
GP-CP,beta,MAE,0.29889133408894064,extrapolation
GP-CP,beta,MAPE,408.9377060916002,extrapolation
GP-CP,beta,RMSE,0.3620145846629523,extrapolation
GP-CP,beta,Coverage,0.8666666666666667,extrapolation
GP-CP,beta,CI_Width,1.0951003018686574,extrapolation
GP-CP-Extended,beta,MAE,0.29089513744878237,extrapolation
GP-CP-Extended,beta,MAPE,377.3924824686795,extrapolation
GP-CP-Extended,beta,RMSE,0.34989435468139773,extrapolation
GP-CP-Extended,beta,Coverage,0.8666666666666667,extrapolation
GP-CP-Extended,beta,CI_Width,1.0916465990723399,extrapolation
FE+AR,y,Bias,-0.0771842379766675,extrapolation_y
FE+AR,y,MAE,3.562334284032131,extrapolation_y
FE+AR,y,RMSE,4.163366968899915,extrapolation_y
GP-CP,y,Bias,-0.00888622488921783,extrapolation_y
GP-CP,y,MAE,3.5643953678000244,extrapolation_y
GP-CP,y,RMSE,4.147472162702844,extrapolation_y
GP-CP-Extended,y,Bias,0.012762064841515415,extrapolation_y
GP-CP-Extended,y,MAE,0.4358100818742857,extrapolation_y
GP-CP-Extended,y,RMSE,0.5547999370719879,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.8985623141398587,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.871352762014207,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.09224841207770147,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,1.041943709882315,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,1.0095222425210046,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.10620895945266468,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.8749999999999999,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.39166666666666666,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,1.0,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,3.115135402706709,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.380585731087953,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,4.934963898646789,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.0825790707550425,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.1261897651277155,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,6.26789091148548,placebo_te
FE+AR,tau_att,att_avg_over_t,0.08049017146471214,placebo_te
GP-CP,tau_att,att_avg_over_t,0.021084143858528536,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,-0.007962496755038772,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.08049017146471214,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.021084143858528536,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.007962496755038772,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.08049017146471214,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.021084143858528536,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.007962496755038772,placebo_te
