model,effect_type,metric,value,task
FE+AR,alpha,Bias,-6.10622663543836e-17,fit
FE+AR,alpha,RMSE,0.0349923806632747,fit
FE+AR,alpha,Coverage,1.0,fit
FE+AR,alpha,CI_Width,1.1565141589833758,fit
FE+AR,beta,Bias,6.707597440443654e-18,fit
FE+AR,beta,RMSE,0.0655668632496497,fit
FE+AR,beta,Coverage,1.0,fit
FE+AR,beta,CI_Width,2.0379811346140486,fit
FE+AR,gamma,Bias,-1.628327102783563e-17,fit
FE+AR,gamma,RMSE,2.2315459281776495,fit
FE+AR,gamma,Coverage,0.0,fit
FE+AR,gamma,CI_Width,,fit
GP-CP,alpha,Bias,-3.608224830031759e-17,fit
GP-CP,alpha,RMSE,0.0654721776788527,fit
GP-CP,alpha,Coverage,1.0,fit
GP-CP,alpha,CI_Width,0.585459767903229,fit
GP-CP,beta,Bias,-6.47630097698008e-18,fit
GP-CP,beta,RMSE,0.189508261766255,fit
GP-CP,beta,Coverage,1.0,fit
GP-CP,beta,CI_Width,0.7292048466738493,fit
GP-CP,gamma,Bias,-1.628327102783563e-17,fit
GP-CP,gamma,RMSE,2.2315459281776495,fit
GP-CP,gamma,Coverage,0.0,fit
GP-CP,gamma,CI_Width,,fit
GP-CP-Extended,alpha,Bias,-9.15933995315754e-17,fit
GP-CP-Extended,alpha,RMSE,0.0172213532482761,fit
GP-CP-Extended,alpha,Coverage,1.0,fit
GP-CP-Extended,alpha,CI_Width,0.0918994050405032,fit
GP-CP-Extended,beta,Bias,5.2041704279304207e-17,fit
GP-CP-Extended,beta,RMSE,0.0350004093667959,fit
GP-CP-Extended,beta,Coverage,1.0,fit
GP-CP-Extended,beta,CI_Width,0.1507394735545465,fit
GP-CP-Extended,gamma,Bias,7.489379486950535e-17,fit
GP-CP-Extended,gamma,RMSE,0.0259747198357694,fit
GP-CP-Extended,gamma,Coverage,1.0,fit
GP-CP-Extended,gamma,CI_Width,0.2170275965229916,fit
FE+AR,gamma,Bias,,fit
FE+AR,gamma,RMSE,,fit
FE+AR,gamma,Coverage,,fit
GP-CP,gamma,Bias,,fit
GP-CP,gamma,RMSE,,fit
GP-CP,gamma,Coverage,,fit
FE+AR,beta,MAE,0.4912687192562464,extrapolation
FE+AR,beta,MAPE,516.1836875823747,extrapolation
FE+AR,beta,RMSE,0.5801464128555173,extrapolation
FE+AR,beta,Coverage,0.6666666666666666,extrapolation
FE+AR,beta,CI_Width,1.279496217130958,extrapolation
GP-CP,beta,MAE,0.27216109300376246,extrapolation
GP-CP,beta,MAPE,208.80920163104065,extrapolation
GP-CP,beta,RMSE,0.3256195743126809,extrapolation
GP-CP,beta,Coverage,1.0,extrapolation
GP-CP,beta,CI_Width,1.135481686687274,extrapolation
GP-CP-Extended,beta,MAE,0.27160325992917933,extrapolation
GP-CP-Extended,beta,MAPE,293.54421863818874,extrapolation
GP-CP-Extended,beta,RMSE,0.31782723155520126,extrapolation
GP-CP-Extended,beta,Coverage,1.0,extrapolation
GP-CP-Extended,beta,CI_Width,1.0469137148391432,extrapolation
FE+AR,y,Bias,0.45368840155006374,extrapolation_y
FE+AR,y,MAE,3.413711011842665,extrapolation_y
FE+AR,y,RMSE,3.993490802722459,extrapolation_y
GP-CP,y,Bias,0.042042488259155374,extrapolation_y
GP-CP,y,MAE,3.3956842325201984,extrapolation_y
GP-CP,y,RMSE,3.955511312968468,extrapolation_y
GP-CP-Extended,y,Bias,-0.010494993889727126,extrapolation_y
GP-CP-Extended,y,MAE,0.3887265646596585,extrapolation_y
GP-CP-Extended,y,RMSE,0.48861479695976634,extrapolation_y
FE+AR,tau_att,tau_mae_avg_over_cohorts,0.8708787460750741,placebo_te
GP-CP,tau_att,tau_mae_avg_over_cohorts,0.828553246091904,placebo_te
GP-CP-Extended,tau_att,tau_mae_avg_over_cohorts,0.08357164266315988,placebo_te
FE+AR,tau_att,tau_rmse_avg_over_cohorts,1.0128395141632638,placebo_te
GP-CP,tau_att,tau_rmse_avg_over_cohorts,0.9646362669261699,placebo_te
GP-CP-Extended,tau_att,tau_rmse_avg_over_cohorts,0.0956089964541061,placebo_te
FE+AR,tau_att,tau_coverage_avg_over_cohorts,0.8675,placebo_te
GP-CP,tau_att,tau_coverage_avg_over_cohorts,0.4091666666666667,placebo_te
GP-CP-Extended,tau_att,tau_coverage_avg_over_cohorts,0.9958333333333333,placebo_te
FE+AR,tau_att,tau_ci_width_avg_over_cohorts,2.948244735615647,placebo_te
GP-CP,tau_att,tau_ci_width_avg_over_cohorts,1.3379764939902041,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_avg_over_cohorts,0.6258654966745193,placebo_te
FE+AR,tau_att,tau_ci_width_std_over_cohorts,0.06886518805932086,placebo_te
GP-CP,tau_att,tau_ci_width_std_over_cohorts,0.15216219490652433,placebo_te
GP-CP-Extended,tau_att,tau_ci_width_std_over_cohorts,0.3938936052606352,placebo_te
FE+AR,tau_att,att_avg_over_t,-0.4569920178849221,placebo_te
GP-CP,tau_att,att_avg_over_t,-0.03186772320642192,placebo_te
GP-CP-Extended,tau_att,att_avg_over_t,0.004419401321449616,placebo_te
FE+AR,tau_att,att_mae_vs_zero,0.4569920178849221,placebo_te
GP-CP,tau_att,att_mae_vs_zero,0.03186772320642192,placebo_te
GP-CP-Extended,tau_att,att_mae_vs_zero,0.004419401321449616,placebo_te
FE+AR,tau_att,att_rmse_vs_zero,0.4569920178849221,placebo_te
GP-CP,tau_att,att_rmse_vs_zero,0.03186772320642192,placebo_te
GP-CP-Extended,tau_att,att_rmse_vs_zero,0.004419401321449616,placebo_te
FE+AR,tau_att,att_coverage_vs_zero,0.0,placebo_te
GP-CP,tau_att,att_coverage_vs_zero,1.0,placebo_te
GP-CP-Extended,tau_att,att_coverage_vs_zero,1.0,placebo_te
FE+AR,tau_att,att_ci_width_avg_over_t,0.6399274308444145,placebo_te
GP-CP,tau_att,att_ci_width_avg_over_t,0.35162089560834997,placebo_te
GP-CP-Extended,tau_att,att_ci_width_avg_over_t,0.2770599186071888,placebo_te
