category,model,metric,value
scenD_seed0,FE+AR,tau_mae_avg_over_cohorts,0.8708787460750741
scenD_seed0,GP-CP,tau_mae_avg_over_cohorts,0.828553246091904
scenD_seed0,GP-CP-Extended,tau_mae_avg_over_cohorts,0.08357164266315988
scenD_seed0,FE+AR,tau_rmse_avg_over_cohorts,1.0128395141632638
scenD_seed0,GP-CP,tau_rmse_avg_over_cohorts,0.9646362669261699
scenD_seed0,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.0956089964541061
scenD_seed0,FE+AR,tau_coverage_avg_over_cohorts,0.8675
scenD_seed0,GP-CP,tau_coverage_avg_over_cohorts,0.4091666666666667
scenD_seed0,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.9958333333333333
scenD_seed0,FE+AR,tau_ci_width_avg_over_cohorts,2.948244735615647
scenD_seed0,GP-CP,tau_ci_width_avg_over_cohorts,1.3379764939902041
scenD_seed0,GP-CP-Extended,tau_ci_width_avg_over_cohorts,0.6258654966745193
scenD_seed0,FE+AR,tau_ci_width_std_over_cohorts,0.06886518805932086
scenD_seed0,GP-CP,tau_ci_width_std_over_cohorts,0.15216219490652433
scenD_seed0,GP-CP-Extended,tau_ci_width_std_over_cohorts,0.3938936052606352
scenD_seed0,FE+AR,att_avg_over_t,-0.4569920178849221
scenD_seed0,GP-CP,att_avg_over_t,-0.03186772320642192
scenD_seed0,GP-CP-Extended,att_avg_over_t,0.004419401321449616
scenD_seed0,FE+AR,att_mae_vs_zero,0.4569920178849221
scenD_seed0,GP-CP,att_mae_vs_zero,0.03186772320642192
scenD_seed0,GP-CP-Extended,att_mae_vs_zero,0.004419401321449616
scenD_seed0,FE+AR,att_rmse_vs_zero,0.4569920178849221
scenD_seed0,GP-CP,att_rmse_vs_zero,0.03186772320642192
scenD_seed0,GP-CP-Extended,att_rmse_vs_zero,0.004419401321449616
scenD_seed0,FE+AR,att_coverage_vs_zero,0.0
scenD_seed0,GP-CP,att_coverage_vs_zero,1.0
scenD_seed0,GP-CP-Extended,att_coverage_vs_zero,1.0
scenD_seed0,FE+AR,att_ci_width_avg_over_t,0.6399274308444145
scenD_seed0,GP-CP,att_ci_width_avg_over_t,0.35162089560834997
scenD_seed0,GP-CP-Extended,att_ci_width_avg_over_t,0.2770599186071888
