category,model,metric,value
scenA_seed4,FE+AR,tau_mae_avg_over_cohorts,0.325537240341218
scenA_seed4,GP-CP,tau_mae_avg_over_cohorts,0.14092531771086966
scenA_seed4,GP-CP-Extended,tau_mae_avg_over_cohorts,0.20192394149369602
scenA_seed4,FE+AR,tau_rmse_avg_over_cohorts,0.3288030550284271
scenA_seed4,GP-CP,tau_rmse_avg_over_cohorts,0.14395831030380146
scenA_seed4,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.22270216526376263
scenA_seed4,FE+AR,tau_coverage_avg_over_cohorts,0.9674999999999999
scenA_seed4,GP-CP,tau_coverage_avg_over_cohorts,1.0
scenA_seed4,GP-CP-Extended,tau_coverage_avg_over_cohorts,1.0
scenA_seed4,FE+AR,tau_ci_width_avg_over_cohorts,1.3376886006255768
scenA_seed4,GP-CP,tau_ci_width_avg_over_cohorts,1.0751902659273804
scenA_seed4,GP-CP-Extended,tau_ci_width_avg_over_cohorts,1.3425439668559267
scenA_seed4,FE+AR,tau_ci_width_std_over_cohorts,1.6082360022372961
scenA_seed4,GP-CP,tau_ci_width_std_over_cohorts,1.3238299143579195
scenA_seed4,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.187921926013509
scenA_seed4,FE+AR,att_avg_over_t,1.13248880623302
scenA_seed4,GP-CP,att_avg_over_t,-0.005794063223975524
scenA_seed4,GP-CP-Extended,att_avg_over_t,-0.005733125566477485
scenA_seed4,FE+AR,att_mae_vs_zero,1.13248880623302
scenA_seed4,GP-CP,att_mae_vs_zero,0.005794063223975524
scenA_seed4,GP-CP-Extended,att_mae_vs_zero,0.005733125566477485
scenA_seed4,FE+AR,att_rmse_vs_zero,1.13248880623302
scenA_seed4,GP-CP,att_rmse_vs_zero,0.005794063223975524
scenA_seed4,GP-CP-Extended,att_rmse_vs_zero,0.005733125566477485
scenA_seed4,FE+AR,att_coverage_vs_zero,0.0
scenA_seed4,GP-CP,att_coverage_vs_zero,1.0
scenA_seed4,GP-CP-Extended,att_coverage_vs_zero,1.0
scenA_seed4,FE+AR,att_ci_width_avg_over_t,0.8957747066967493
scenA_seed4,GP-CP,att_ci_width_avg_over_t,0.7280917623679015
scenA_seed4,GP-CP-Extended,att_ci_width_avg_over_t,0.7353417207959827
