category,model,metric,value
scenB_seed4,FE+AR,tau_mae_avg_over_cohorts,0.3647290545200452
scenB_seed4,GP-CP,tau_mae_avg_over_cohorts,0.22601346793548538
scenB_seed4,GP-CP-Extended,tau_mae_avg_over_cohorts,0.23871581027964972
scenB_seed4,FE+AR,tau_rmse_avg_over_cohorts,0.3824179429518116
scenB_seed4,GP-CP,tau_rmse_avg_over_cohorts,0.240972812376189
scenB_seed4,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.279599402157249
scenB_seed4,FE+AR,tau_coverage_avg_over_cohorts,0.9825
scenB_seed4,GP-CP,tau_coverage_avg_over_cohorts,1.0
scenB_seed4,GP-CP-Extended,tau_coverage_avg_over_cohorts,0.995
scenB_seed4,FE+AR,tau_ci_width_avg_over_cohorts,2.0859080759703374
scenB_seed4,GP-CP,tau_ci_width_avg_over_cohorts,1.591025382164208
scenB_seed4,GP-CP-Extended,tau_ci_width_avg_over_cohorts,2.1095254908736174
scenB_seed4,FE+AR,tau_ci_width_std_over_cohorts,1.2754709775551796
scenB_seed4,GP-CP,tau_ci_width_std_over_cohorts,1.166903090302188
scenB_seed4,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.6130583249105297
scenB_seed4,FE+AR,att_avg_over_t,1.0783962601250652
scenB_seed4,GP-CP,att_avg_over_t,-0.019547312338187805
scenB_seed4,GP-CP-Extended,att_avg_over_t,-0.02394245537259358
scenB_seed4,FE+AR,att_mae_vs_zero,1.0783962601250652
scenB_seed4,GP-CP,att_mae_vs_zero,0.019547312338187805
scenB_seed4,GP-CP-Extended,att_mae_vs_zero,0.02394245537259358
scenB_seed4,FE+AR,att_rmse_vs_zero,1.0783962601250652
scenB_seed4,GP-CP,att_rmse_vs_zero,0.019547312338187805
scenB_seed4,GP-CP-Extended,att_rmse_vs_zero,0.02394245537259358
scenB_seed4,FE+AR,att_coverage_vs_zero,0.0
scenB_seed4,GP-CP,att_coverage_vs_zero,1.0
scenB_seed4,GP-CP-Extended,att_coverage_vs_zero,1.0
scenB_seed4,FE+AR,att_ci_width_avg_over_t,0.932524276717812
scenB_seed4,GP-CP,att_ci_width_avg_over_t,0.7869746363843223
scenB_seed4,GP-CP-Extended,att_ci_width_avg_over_t,1.0736609825419414
