model,effect_type,index,mean,lo95,hi95,truth
FE+AR,alpha,0,0.8042370313706616,0.5656688365386271,1.0428052262026961,0.7506194338717014
FE+AR,alpha,1,-0.06012939559447389,-0.29869759042646093,0.17843879923751318,-0.08353193798815747
FE+AR,alpha,2,-0.670892449623837,-0.9094606444558238,-0.4323242547918502,-0.69879936164847
FE+AR,alpha,3,-0.47615018845863377,-0.7147183832906202,-0.23758199362664736,-0.4841352260580879
FE+AR,alpha,4,0.3371615626441068,0.09859336781212061,0.575729757476093,0.3501869862993485
FE+AR,alpha,5,0.8707918761850942,0.6322236813531084,1.1093600710170801,0.8495964494549632
FE+AR,alpha,6,0.6183918702265752,0.3798236753945896,0.8569600650585607,0.601482143419834
FE+AR,alpha,7,0.17008478476965372,-0.0684834100623316,0.40865297960163904,0.16815551246563584
FE+AR,alpha,8,-0.1568905141515493,-0.3954587089835344,0.0816776806804358,-0.08940859136763626
FE+AR,alpha,9,-0.43260754485141584,-0.6711757396834006,-0.19403935001943104,-0.48383747028227786
FE+AR,alpha,10,-0.954000777437176,-1.1925689722691604,-0.7154325826051916,-0.9802606612034984
FE+AR,alpha,11,-1.0229763406052168,-1.261544535437201,-0.7844081457732326,-1.0566382083668686
FE+AR,alpha,12,-0.6876361495309448,-0.9262043443629286,-0.4490679546989608,-0.6830349506481355
FE+AR,alpha,13,-0.25295710525753456,-0.4915253000895183,-0.01438891042555085,-0.3236038933861176
FE+AR,alpha,14,-0.13384611114399103,-0.37241430597597436,0.10472208368799232,-0.11559563982345622
FE+AR,alpha,15,0.10137886284195002,-0.1371893319900331,0.3399470576739332,0.15583230763769498
FE+AR,alpha,16,0.5416719923181891,0.30310379748620625,0.7802401871501718,0.5338103269868295
FE+AR,alpha,17,0.6851514675368677,0.4465832727048852,0.9237196623688503,0.7463800051787388
FE+AR,alpha,18,0.5372737521967741,0.2987055573647919,0.7758419470287563,0.5944765703589276
FE+AR,alpha,19,0.181943376564903,-0.05662481826707899,0.420511571396885,0.24830620509903192
FE+AR,beta,0,0.8812642132569977,0.46086514022325964,1.3016632862907356,0.8702225892698766
FE+AR,beta,1,1.0296824342847402,0.6092833612514301,1.4500815073180502,1.0645335605875625
FE+AR,beta,2,0.8138008584330028,0.3934017853996917,1.234199931466314,0.8611464078987708
FE+AR,beta,3,0.02645862533258231,-0.3939404477007289,0.4468576983658935,0.036404483620197436
FE+AR,beta,4,-0.7359222674479946,-1.1563213404813049,-0.31552319441468435,-0.6925626864460831
FE+AR,beta,5,-0.5859478934485174,-1.0063469664818279,-0.1655488204152069,-0.5268374557670489
FE+AR,beta,6,0.5016638128743803,0.08126473984106969,0.9220628859076909,0.4154753312681795
FE+AR,beta,7,1.2717065637546838,0.8513074907213742,1.6921056367879934,1.3997050886617388
FE+AR,beta,8,2.0613767559143743,1.640977682881064,2.4817758289476846,2.091578794558426
FE+AR,beta,9,2.61226221641291,2.1918631433795994,3.032661289446221,2.6844991801637272
FE+AR,beta,10,3.123247522518554,2.702848449485244,3.5436465955518637,3.138906049560524
FE+AR,beta,11,2.996363376145211,2.5759643031119004,3.416762449178522,2.9994325126618517
FE+AR,beta,12,2.2391747223765295,1.8187756493432186,2.65957379540984,2.229992580626561
FE+AR,beta,13,1.3154955834980024,0.8950965104646929,1.735894656531312,1.2754354306946203
FE+AR,beta,14,0.37622818270569447,-0.04417089032761673,0.7966272557390057,0.37276175940163236
FE+AR,beta,15,-0.2620785660919807,-0.6824776391252905,0.158320506941329,-0.2820570371362613
FE+AR,beta,16,-0.46587044776048625,-0.8862695207937971,-0.04547137472717544,-0.4080321625697635
FE+AR,beta,17,-0.20612530970417342,-0.6265243827374838,0.21427376332913695,-0.12039441159765471
FE+AR,beta,18,0.17636422584969547,-0.24403484718361435,0.5967632988830053,0.1578328824252025
FE+AR,beta,19,0.22338463955871313,-0.19701443347459685,0.6437837125920232,0.18951203441733988
FE+AR,beta,20,-0.17055410543395388,-0.5909531784672644,0.24984496759935665,-0.15824766487211328
FE+AR,beta,21,-0.8966780735678745,-1.3170771466011852,-0.4762790005345638,-0.9133739658604171
FE+AR,beta,22,-1.518075448894468,-1.9384745219277784,-1.0976763758611578,-1.576850841011435
FE+AR,beta,23,-1.5261714109010827,-1.9465704839343934,-1.105772337867772,-1.6441969796850069
FE+AR,beta,24,-1.4868000363368163,-1.9071991093701277,-1.066400963303505,-1.4819813335874716
FE+AR,beta,25,-1.5196462538726192,-1.9400453269059297,-1.0992471808393087,-1.5926212546915317
FE+AR,beta,26,-1.514436483816062,-1.9348355568493727,-1.0940374107827513,-1.5947541389560285
FE+AR,beta,27,-1.0766018913803088,-1.497000964413619,-0.6562028183469986,-1.160080782139167
FE+AR,beta,28,-0.6900603111706052,-1.1104593842039163,-0.269661238137294,-0.7362165533501953
FE+AR,beta,29,-0.4964952109968613,-0.9168942840301721,-0.07609613796355047,-0.5447659798580828
FE+AR,beta,30,-0.3176634706289568,-0.7380625436622674,0.10273560240435392,-0.31962439345025295
FE+AR,beta,31,-0.040453461725084294,-0.46085253475839494,0.37994561130822635,0.012052941087273616
FE+AR,beta,32,0.2683531525374673,-0.15204592049584392,0.6887522255707785,0.22878147493175505
FE+AR,beta,33,0.03604497390614059,-0.38435409912717045,0.4564440469394516,0.047580646248054304
FE+AR,beta,34,-0.4718690136922779,-0.8922680867255892,-0.05146994065896665,-0.5093701128176211
FE+AR,beta,35,-1.0179460629678738,-1.4383451360011843,-0.5975469899345633,-1.03085051766747
FE+AR,beta,36,-1.3042864512345684,-1.7246855242678794,-0.8838873782012575,-1.2529639424897057
FE+AR,beta,37,-1.1610346601820196,-1.581433733215331,-0.7406355871487083,-1.2141125585085977
FE+AR,beta,38,-0.9520227883265688,-1.3724218613598793,-0.5316237152932584,-0.9205206112027301
FE+AR,beta,39,-0.4031253687144171,-0.8235244417477277,0.017273704318893413,-0.40169020003837347
FE+AR,beta,40,0.1516109141567329,-0.2687881588765781,0.5720099871900439,0.05263014042449221
FE+AR,beta,41,0.14831290479097659,-0.27208616824233406,0.5687119778242873,0.045002152790365124
FE+AR,beta,42,-0.5710949633873734,-0.9914940364206846,-0.15069589035406228,-0.521890204934568
FE+AR,beta,43,-1.1395673568212672,-1.5599664298545783,-0.719168283787956,-1.1780635191670301
FE+AR,beta,44,-1.3190536186223876,-1.739452691655699,-0.8986545455890762,-1.3342242083935223
FE+AR,beta,45,-1.0610377490326064,-1.4814368220659175,-0.6406386759992954,-0.8971118813271997
FE+AR,beta,46,-0.295595525480211,-0.7159945985135222,0.12480354755310019,-0.3232947769905115
FE+AR,beta,47,0.05562071599784019,-0.3647783570354706,0.476019789031151,-0.06483988178767025
FE+AR,beta,48,0.021602670417897984,-0.39879640261541305,0.442001743451209,-0.009602994195727133
FE+AR,beta,49,0.007834218256222658,-0.41256485477708826,0.4282332912895336,0.10444842801696186
FE+AR,beta,50,0.15015884473640861,-0.27024022829690236,0.5705579177697195,0.08750837469845962
FE+AR,beta,51,-0.41111784488117514,-0.8315169179144861,0.009281228152135834,-0.2889970135340805
FE+AR,beta,52,-0.5905886080977814,-1.0109876811310927,-0.17018953506447,-0.5585254644049193
FE+AR,beta,53,-0.0842253179819995,-0.5046243910153109,0.33617375505131186,-0.12890498459145205
FE+AR,beta,54,0.6627633525271746,0.24236427949386347,1.0831624255604857,0.7472710377781598
FE+AR,beta,55,1.4654971492398572,1.045098076206546,1.8858962222731683,1.4248528949775632
FE+AR,beta,56,1.563535067016625,1.143135993983314,1.9839341400499362,1.6039191395134105
FE+AR,beta,57,1.1487691831246072,0.7283701100912958,1.5691682561579186,1.1296000329559885
FE+AR,beta,58,0.030036272983871237,-0.39036280004944,0.4504353460171825,0.0764223652296771
FE+AR,beta,59,-1.0664671800075176,-1.486866253040829,-0.6460681069742062,-0.9599478014386763
FE+AR,gamma,0,0.0,,,-0.3236399937110256
FE+AR,gamma,1,0.0,,,-1.6364779084895593
FE+AR,gamma,2,0.0,,,-1.8005689305119477
FE+AR,gamma,3,0.0,,,-1.944983831178817
FE+AR,gamma,4,0.0,,,-2.1855180375700867
FE+AR,gamma,5,0.0,,,-1.234427591652109
FE+AR,gamma,6,0.0,,,0.2749381951420427
FE+AR,gamma,7,0.0,,,0.7030330190012903
FE+AR,gamma,8,0.0,,,0.194227849257526
FE+AR,gamma,9,0.0,,,-0.7128620058215169
FE+AR,gamma,10,0.0,,,-1.465804103420811
FE+AR,gamma,11,0.0,,,-1.3246582431212686
FE+AR,gamma,12,0.0,,,-0.04119815857663239
FE+AR,gamma,13,0.0,,,1.5035567936399228
FE+AR,gamma,14,0.0,,,1.4983680790741156
FE+AR,gamma,15,0.0,,,0.24286694863730368
FE+AR,gamma,16,0.0,,,-0.2283001444626458
FE+AR,gamma,17,0.0,,,-0.15946603029887663
FE+AR,gamma,18,0.0,,,-0.39942663991781224
FE+AR,gamma,19,0.0,,,-0.3289888240167793
FE+AR,gamma,20,0.0,,,0.38094469859189567
FE+AR,gamma,21,0.0,,,1.0516292275911945
FE+AR,gamma,22,0.0,,,0.8810665893784213
FE+AR,gamma,23,0.0,,,0.4954480578002009
FE+AR,gamma,24,0.0,,,0.493448091335344
FE+AR,gamma,25,0.0,,,0.6063299812946941
FE+AR,gamma,26,0.0,,,0.4466368806177075
FE+AR,gamma,27,0.0,,,0.044958801578942775
FE+AR,gamma,28,0.0,,,-0.5942658356533497
FE+AR,gamma,29,0.0,,,-1.0640632144597681
