category,model,metric,value
scenA_seed1,FE+AR,tau_mae_avg_over_cohorts,0.3065884336161042
scenA_seed1,GP-CP,tau_mae_avg_over_cohorts,0.15343895516214054
scenA_seed1,GP-CP-Extended,tau_mae_avg_over_cohorts,0.19743684741304904
scenA_seed1,FE+AR,tau_rmse_avg_over_cohorts,0.3088932538515222
scenA_seed1,GP-CP,tau_rmse_avg_over_cohorts,0.15787984810453307
scenA_seed1,GP-CP-Extended,tau_rmse_avg_over_cohorts,0.21300534452916392
scenA_seed1,FE+AR,tau_coverage_avg_over_cohorts,0.95
scenA_seed1,GP-CP,tau_coverage_avg_over_cohorts,1.0
scenA_seed1,GP-CP-Extended,tau_coverage_avg_over_cohorts,1.0
scenA_seed1,FE+AR,tau_ci_width_avg_over_cohorts,1.1677692250735996
scenA_seed1,GP-CP,tau_ci_width_avg_over_cohorts,1.0548853901615038
scenA_seed1,GP-CP-Extended,tau_ci_width_avg_over_cohorts,1.3243392102411689
scenA_seed1,FE+AR,tau_ci_width_std_over_cohorts,1.2454044919603189
scenA_seed1,GP-CP,tau_ci_width_std_over_cohorts,1.325796500557651
scenA_seed1,GP-CP-Extended,tau_ci_width_std_over_cohorts,1.218901041707208
scenA_seed1,FE+AR,att_avg_over_t,-0.460820392425343
scenA_seed1,GP-CP,att_avg_over_t,0.014343795118331507
scenA_seed1,GP-CP-Extended,att_avg_over_t,0.014549812782193076
scenA_seed1,FE+AR,att_mae_vs_zero,0.460820392425343
scenA_seed1,GP-CP,att_mae_vs_zero,0.014343795118331507
scenA_seed1,GP-CP-Extended,att_mae_vs_zero,0.014549812782193076
scenA_seed1,FE+AR,att_rmse_vs_zero,0.460820392425343
scenA_seed1,GP-CP,att_rmse_vs_zero,0.014343795118331507
scenA_seed1,GP-CP-Extended,att_rmse_vs_zero,0.014549812782193076
scenA_seed1,FE+AR,att_coverage_vs_zero,0.0
scenA_seed1,GP-CP,att_coverage_vs_zero,1.0
scenA_seed1,GP-CP-Extended,att_coverage_vs_zero,1.0
scenA_seed1,FE+AR,att_ci_width_avg_over_t,0.7325564573342944
scenA_seed1,GP-CP,att_ci_width_avg_over_t,0.7225467454476395
scenA_seed1,GP-CP-Extended,att_ci_width_avg_over_t,0.7421064664441308
